contig	length	type
VIRSorter_utg000130l_segment0_LN:i:12250_RC:i:806_XC:f:1_000000	12250	l
VIRSorter_utg000135l_segment0_LN:i:22338_RC:i:6034_XC:f:1_000000	22338	l
VIRSorter_utg000138l_segment0_LN:i:34090_RC:i:6393_XC:f:1_000000	34090	l
VIRSorter_utg000140l_segment0_LN:i:30640_RC:i:2151_XC:f:1_000000	30640	l
VIRSorter_utg000142l_segment0_LN:i:10992_RC:i:1868_XC:f:1_000000	10992	l
VIRSorter_utg000143l_segment0_LN:i:186483_RC:i:3967_XC:f:0_986595	186483	l
VIRSorter_utg000144l_segment0_LN:i:75126_RC:i:85053_XC:f:1_000000	75126	l
VIRSorter_utg000147l_segment0_LN:i:11948_RC:i:7170_XC:f:1_000000	11948	l
VIRSorter_utg000148l_segment0_LN:i:17200_RC:i:2144_XC:f:1_000000	17200	l
VIRSorter_utg000150l_segment0_LN:i:10436_RC:i:2091_XC:f:1_000000	10436	l
VIRSorter_utg000151l_segment0_LN:i:20904_RC:i:8641_XC:f:1_000000	20904	l
VIRSorter_utg000153l_segment0_LN:i:11994_RC:i:1694_XC:f:1_000000	11994	l
VIRSorter_utg000156l_segment0_LN:i:110956_RC:i:7730_XC:f:1_000000	110956	l
VIRSorter_utg000158l_segment0_LN:i:19409_RC:i:1788_XC:f:1_000000	19409	l
VIRSorter_utg000159l_segment0_LN:i:45105_RC:i:14162_XC:f:1_000000	45105	l
VIRSorter_utg000160l_segment0_LN:i:61316_RC:i:2666_XC:f:0_991870	61316	l
VIRSorter_utg000161l_segment0_LN:i:11892_RC:i:558_XC:f:1_000000	11892	l
VIRSorter_utg000162l_segment0_LN:i:63495_RC:i:3348_XC:f:0_992188	63495	l
VIRSorter_utg000163l_segment0_LN:i:54139_RC:i:827_XC:f:0_954128	54139	l
VIRSorter_utg000164l_segment0_LN:i:48027_RC:i:2225_XC:f:1_000000	48027	l
VIRSorter_utg000165l_segment0_LN:i:17976_RC:i:6152_XC:f:1_000000	17976	l
VIRSorter_utg000167l_segment0_LN:i:12790_RC:i:5369_XC:f:1_000000	12790	l
VIRSorter_utg000171l_segment0_LN:i:12798_RC:i:2318_XC:f:0_923077	12798	l
VIRSorter_utg000172l_segment0_LN:i:13014_RC:i:5656_XC:f:1_000000	13014	l
VIRSorter_utg000173l_segment0_LN:i:20898_RC:i:2594_XC:f:1_000000	20898	l
VIRSorter_utg000174l_segment0_LN:i:15810_RC:i:872_XC:f:0_968750	15810	l
VIRSorter_utg000177l_segment0_LN:i:36696_RC:i:1527_XC:f:0_972973	36696	l
VIRSorter_utg000178l_segment0_LN:i:17046_RC:i:4788_XC:f:1_000000	17046	l
VIRSorter_utg000180l_segment0_LN:i:10919_RC:i:2452_XC:f:1_000000	10919	l
VIRSorter_utg000187l_segment0_LN:i:16294_RC:i:2486_XC:f:1_000000	16294	l
VIRSorter_utg000188l_segment0_LN:i:43995_RC:i:7125_XC:f:1_000000	43995	l
VIRSorter_utg000194l_segment0_LN:i:16495_RC:i:1535_XC:f:1_000000	16495	l
VIRSorter_utg000195l_segment0_LN:i:87293_RC:i:12237_XC:f:1_000000	87293	l
VIRSorter_utg000199l_segment0_LN:i:52449_RC:i:1398_XC:f:0_990476	52449	l
VIRSorter_utg000209l_segment0_LN:i:16536_RC:i:4686_XC:f:1_000000	16536	l
VIRSorter_utg000212l_segment0_LN:i:14791_RC:i:2986_XC:f:1_000000	14791	l
VIRSorter_utg000213l_segment0_LN:i:84883_RC:i:9032_XC:f:1_000000	84883	l
VIRSorter_utg000215l_segment0_LN:i:13802_RC:i:1776_XC:f:1_000000	13802	l
VIRSorter_utg000216l_segment0_LN:i:178810_RC:i:20173_XC:f:1_000000	178810	l
VIRSorter_utg000217l_segment0_LN:i:60261_RC:i:4795_XC:f:0_925620	60261	l
VIRSorter_utg000218l_segment0_LN:i:11410_RC:i:1925_XC:f:1_000000	11410	l
VIRSorter_utg000219l_segment0_LN:i:17349_RC:i:2330_XC:f:1_000000	17349	l
VIRSorter_utg000220l_segment0_LN:i:14118_RC:i:2422_XC:f:1_000000	14118	l
VIRSorter_utg000223l_segment0_LN:i:13217_RC:i:488_XC:f:0_962963	13217	l
VIRSorter_utg000224l_segment0_LN:i:12175_RC:i:718_XC:f:1_000000	12175	l
VIRSorter_utg000225l_segment0_LN:i:15875_RC:i:908_XC:f:0_968750	15875	l
VIRSorter_utg000229l_segment0_LN:i:42008_RC:i:1593_XC:f:0_988235	42008	l
VIRSorter_utg000236l_segment0_LN:i:39687_RC:i:4042_XC:f:1_000000	39687	l
VIRSorter_utg000237l_segment0_LN:i:16216_RC:i:2810_XC:f:1_000000	16216	l
VIRSorter_utg000239l_segment0_LN:i:47082_RC:i:7708_XC:f:1_000000	47082	l
VIRSorter_utg000240l_segment0_LN:i:23540_RC:i:6085_XC:f:1_000000	23540	l
VIRSorter_utg000241l_segment0_LN:i:49737_RC:i:15278_XC:f:1_000000	49737	l
VIRSorter_utg000242l_segment0_LN:i:47218_RC:i:9763_XC:f:1_000000	47218	l
VIRSorter_utg000243l_segment0_LN:i:48763_RC:i:3314_XC:f:1_000000	48763	l
VIRSorter_utg000244l_segment0_LN:i:103813_RC:i:8602_XC:f:0_961538	103813	l
VIRSorter_utg000248l_segment0_LN:i:15481_RC:i:650_XC:f:1_000000	15481	l
VIRSorter_utg000251l_segment0_LN:i:87113_RC:i:4878_XC:f:0_982857	87113	l
VIRSorter_utg000253l_segment0_LN:i:14515_RC:i:4668_XC:f:0_966667	14515	l
VIRSorter_utg000256l_segment0_LN:i:10580_RC:i:2644_XC:f:0_954545	10580	l
VIRSorter_utg000260l_segment0_LN:i:68499_RC:i:806_XC:f:0_919708	68499	l
VIRSorter_utg000261l_segment0_LN:i:10072_RC:i:333_XC:f:0_952381	10072	l
VIRSorter_utg000264l_segment0_LN:i:12016_RC:i:4296_XC:f:0_960000	12016	l
VIRSorter_utg000265l_segment0_LN:i:16728_RC:i:861_XC:f:0_970588	16728	l
VIRSorter_utg000266l_segment0_LN:i:11420_RC:i:667_XC:f:0_956522	11420	l
VIRSorter_utg000270l_segment0_LN:i:10751_RC:i:6771_XC:f:1_000000	10751	l
VIRSorter_utg000271l_segment0_LN:i:33169_RC:i:974_XC:f:1_000000	33169	l
VIRSorter_utg000273l_segment0_LN:i:54749_RC:i:4668_XC:f:0_981818	54749	l
VIRSorter_utg000276l_segment0_LN:i:33074_RC:i:2870_XC:f:0_940299	33074	l
VIRSorter_utg000279l_segment0_LN:i:30117_RC:i:3327_XC:f:1_000000	30117	l
VIRSorter_utg000280l_segment0_LN:i:12131_RC:i:1941_XC:f:1_000000	12131	l
VIRSorter_utg000283l_segment0_LN:i:18454_RC:i:1080_XC:f:1_000000	18454	l
VIRSorter_utg000284l_segment0_LN:i:19229_RC:i:760_XC:f:1_000000	19229	l
VIRSorter_utg000285l_segment0_LN:i:13938_RC:i:937_XC:f:0_964286	13938	l
VIRSorter_utg000287l_segment0_LN:i:10896_RC:i:889_XC:f:1_000000	10896	l
VIRSorter_utg000289l_segment0_LN:i:14052_RC:i:2268_XC:f:1_000000	14052	l
VIRSorter_utg000293l_segment0_LN:i:14393_RC:i:4869_XC:f:0_965517	14393	l
VIRSorter_utg000297l_segment0_LN:i:40227_RC:i:8491_XC:f:0_975309	40227	l
VIRSorter_utg000300l_segment0_LN:i:315371_RC:i:81882_XC:f:1_000000	315371	l
VIRSorter_utg000302l_segment0_LN:i:66531_RC:i:9288_XC:f:0_992537	66531	l
VIRSorter_utg000303c_segment0_LN:i:52109_RC:i:2703_XC:f:1_000000	52109	l
VIRSorter_utg000305l_segment0_LN:i:135605_RC:i:5422_XC:f:1_000000	135605	l
VIRSorter_utg000309l_segment0_LN:i:26966_RC:i:5774_XC:f:1_000000	26966	l
VIRSorter_utg000310l_segment0_LN:i:31103_RC:i:1632_XC:f:0_984127	31103	l
VIRSorter_utg000312l_segment0_LN:i:13783_RC:i:1549_XC:f:1_000000	13783	l
VIRSorter_utg000313l_segment0_LN:i:23414_RC:i:4872_XC:f:1_000000	23414	l
VIRSorter_utg000314l_segment0_LN:i:62529_RC:i:13225_XC:f:1_000000	62529	l
VIRSorter_utg000315l_segment0_LN:i:40305_RC:i:821_XC:f:0_975309	40305	l
VIRSorter_utg000316c_segment0_LN:i:57964_RC:i:3083_XC:f:0_991379	57964	l
VIRSorter_utg000317l_segment0_LN:i:10292_RC:i:2070_XC:f:1_000000	10292	l
VIRSorter_utg000318l_segment0_LN:i:22053_RC:i:1711_XC:f:0_955556	22053	l
VIRSorter_utg000325l_segment0_LN:i:23532_RC:i:1662_XC:f:0_979167	23532	l
VIRSorter_utg000326l_segment0_LN:i:21750_RC:i:7458_XC:f:1_000000	21750	l
VIRSorter_utg000327l_segment0_LN:i:11858_RC:i:3252_XC:f:1_000000	11858	l
VIRSorter_utg000328l_segment0_LN:i:12093_RC:i:2120_XC:f:1_000000	12093	l
VIRSorter_utg000329l_segment0_LN:i:19573_RC:i:2975_XC:f:1_000000	19573	l
VIRSorter_utg000331l_segment0_LN:i:13996_RC:i:1856_XC:f:1_000000	13996	l
VIRSorter_utg000338l_segment0_LN:i:14723_RC:i:7455_XC:f:1_000000	14723	l
VIRSorter_utg000339l_segment0_LN:i:12807_RC:i:1629_XC:f:0_961538	12807	l
VIRSorter_utg000340l_segment0_LN:i:38166_RC:i:7707_XC:f:1_000000	38166	l
VIRSorter_utg000341l_segment0_LN:i:15457_RC:i:2015_XC:f:1_000000	15457	l
VIRSorter_utg000346l_segment0_LN:i:10261_RC:i:1680_XC:f:0_952381	10261	l
VIRSorter_utg000347l_segment0_LN:i:50023_RC:i:6306_XC:f:0_940594	50023	l
VIRSorter_utg000350l_segment0_LN:i:11270_RC:i:1354_XC:f:1_000000	11270	l
VIRSorter_utg000353l_segment0_LN:i:21327_RC:i:5680_XC:f:1_000000	21327	l
VIRSorter_utg000355l_segment1_LN:i:26867_RC:i:889_XC:f:1_000000	26867	l
VIRSorter_utg000356l_segment0_LN:i:20346_RC:i:358_XC:f:0_926829	20346	l
VIRSorter_utg000357l_segment0_LN:i:25956_RC:i:4840_XC:f:1_000000	25956	l
VIRSorter_utg000358l_segment0_LN:i:25602_RC:i:2949_XC:f:1_000000	25602	l
VIRSorter_utg000359l_segment0_LN:i:19963_RC:i:7979_XC:f:1_000000	19963	l
VIRSorter_utg000364l_segment0_LN:i:11302_RC:i:1450_XC:f:1_000000	11302	l
VIRSorter_utg000366l_segment0_LN:i:1536848_RC:i:32795_XC:f:0_986012	1536848	l
VIRSorter_utg000368l_segment0_LN:i:12106_RC:i:1143_XC:f:1_000000	12106	l
VIRSorter_utg000370l_segment0_LN:i:33343_RC:i:1035_XC:f:0_985075	33343	l
VIRSorter_utg000371l_segment0_LN:i:35835_RC:i:3386_XC:f:0_944444	35835	l
VIRSorter_utg000374l_segment0_LN:i:12243_RC:i:7102_XC:f:1_000000	12243	l
VIRSorter_utg000379l_segment0_LN:i:12433_RC:i:452_XC:f:1_000000	12433	l
VIRSorter_utg000380l_segment0_LN:i:12754_RC:i:322_XC:f:0_923077	12754	l
VIRSorter_utg000384l_segment0_LN:i:30440_RC:i:6454_XC:f:1_000000	30440	l
VIRSorter_utg000387l_segment0_LN:i:44257_RC:i:27647_XC:f:1_000000	44257	l
VIRSorter_utg000391l_segment0_LN:i:88027_RC:i:4978_XC:f:0_994350	88027	l
VIRSorter_utg000392l_segment0_LN:i:18467_RC:i:3073_XC:f:1_000000	18467	l
VIRSorter_utg000393l_segment0_LN:i:12221_RC:i:2196_XC:f:1_000000	12221	l
VIRSorter_utg000395l_segment0_LN:i:10538_RC:i:1304_XC:f:0_954545	10538	l
VIRSorter_utg000397l_segment0_LN:i:21318_RC:i:2499_XC:f:1_000000	21318	l
VIRSorter_utg000398l_segment0_LN:i:11228_RC:i:2070_XC:f:1_000000	11228	l
VIRSorter_utg000400l_segment0_LN:i:19159_RC:i:3833_XC:f:0_974359	19159	l
VIRSorter_utg000402l_segment0_LN:i:43222_RC:i:10207_XC:f:1_000000	43222	l
VIRSorter_utg000403l_segment0_LN:i:12392_RC:i:2623_XC:f:1_000000	12392	l
VIRSorter_utg000404l_segment0_LN:i:98815_RC:i:2893_XC:f:0_989899	98815	l
VIRSorter_utg000410l_segment0_LN:i:30268_RC:i:8393_XC:f:0_983607	30268	l
VIRSorter_utg000411l_segment0_LN:i:25884_RC:i:2189_XC:f:0_961538	25884	l
VIRSorter_utg000413l_segment0_LN:i:49665_RC:i:1349_XC:f:0_920000	49665	l
VIRSorter_utg000416c_segment0_LN:i:77214_RC:i:4847_XC:f:0_948387	77214	l
VIRSorter_utg000418l_segment0_LN:i:19366_RC:i:2186_XC:f:1_000000	19366	l
VIRSorter_utg000419l_segment0_LN:i:10838_RC:i:502_XC:f:1_000000	10838	l
VIRSorter_utg000420l_segment0_LN:i:17593_RC:i:1452_XC:f:1_000000	17593	l
VIRSorter_utg000421l_segment0_LN:i:16634_RC:i:2719_XC:f:1_000000	16634	l
VIRSorter_utg000423l_segment0_LN:i:17424_RC:i:2334_XC:f:0_885714	17424	l
VIRSorter_utg000428l_segment0_LN:i:76780_RC:i:2415_XC:f:0_974026	76780	l
VIRSorter_utg000434l_segment0_LN:i:12295_RC:i:855_XC:f:1_000000	12295	l
VIRSorter_utg000436l_segment0_LN:i:17197_RC:i:804_XC:f:0_971429	17197	l
VIRSorter_utg000437l_segment0_LN:i:14125_RC:i:283_XC:f:0_965517	14125	l
VIRSorter_utg000439l_segment0_LN:i:19272_RC:i:3237_XC:f:0_948718	19272	l
VIRSorter_utg000441l_segment0_LN:i:13159_RC:i:2703_XC:f:0_962963	13159	l
VIRSorter_utg000442l_segment0_LN:i:31517_RC:i:3357_XC:f:0_984375	31517	l
VIRSorter_utg000448l_segment0_LN:i:33219_RC:i:4757_XC:f:1_000000	33219	l
VIRSorter_utg000449l_segment0_LN:i:48350_RC:i:1162_XC:f:0_979381	48350	l
VIRSorter_utg000450l_segment0_LN:i:41389_RC:i:14054_XC:f:1_000000	41389	l
VIRSorter_utg000451l_segment0_LN:i:133363_RC:i:3081_XC:f:0_996255	133363	l
VIRSorter_utg000454l_segment0_LN:i:47576_RC:i:13805_XC:f:0_989583	47576	l
VIRSorter_utg000455l_segment0_LN:i:59759_RC:i:2355_XC:f:0_983333	59759	l
VIRSorter_utg000457l_segment0_LN:i:15148_RC:i:1786_XC:f:1_000000	15148	l
VIRSorter_utg000458l_segment0_LN:i:62146_RC:i:1413_XC:f:0_976000	62146	l
VIRSorter_utg000459l_segment0_LN:i:11973_RC:i:1573_XC:f:1_000000	11973	l
VIRSorter_utg000460l_segment0_LN:i:15628_RC:i:773_XC:f:0_968750	15628	l
VIRSorter_utg000461l_segment0_LN:i:16982_RC:i:2158_XC:f:0_970588	16982	l
VIRSorter_utg000462l_segment0_LN:i:17173_RC:i:3091_XC:f:0_800000	17173	l
VIRSorter_utg000464l_segment0_LN:i:42575_RC:i:2476_XC:f:0_988372	42575	l
VIRSorter_utg000465l_segment0_LN:i:62732_RC:i:3246_XC:f:1_000000	62732	l
VIRSorter_utg000466l_segment0_LN:i:45049_RC:i:2570_XC:f:1_000000	45049	l
VIRSorter_utg000467l_segment0_LN:i:76904_RC:i:5378_XC:f:1_000000	76904	l
VIRSorter_utg000468l_segment0_LN:i:29480_RC:i:4875_XC:f:1_000000	29480	l
VIRSorter_utg000469l_segment0_LN:i:13650_RC:i:3450_XC:f:1_000000	13650	l
VIRSorter_utg000470l_segment0_LN:i:11925_RC:i:1262_XC:f:1_000000	11925	l
VIRSorter_utg000471l_segment0_LN:i:29132_RC:i:2922_XC:f:1_000000	29132	l
VIRSorter_utg000473l_segment0_LN:i:14245_RC:i:2529_XC:f:1_000000	14245	l
VIRSorter_utg000474l_segment0_LN:i:12799_RC:i:2839_XC:f:1_000000	12799	l
VIRSorter_utg000475l_segment0_LN:i:108170_RC:i:11350_XC:f:1_000000	108170	l
VIRSorter_utg000476l_segment0_LN:i:48595_RC:i:2268_XC:f:0_989796	48595	l
VIRSorter_utg000483l_segment0_LN:i:12546_RC:i:1062_XC:f:0_961538	12546	l
VIRSorter_utg000484l_segment0_LN:i:14845_RC:i:2811_XC:f:1_000000	14845	l
VIRSorter_utg000485l_segment0_LN:i:21100_RC:i:2787_XC:f:1_000000	21100	l
VIRSorter_utg000486l_segment0_LN:i:19106_RC:i:1269_XC:f:0_948718	19106	l
VIRSorter_utg000487l_segment0_LN:i:13661_RC:i:1649_XC:f:0_964286	13661	l
VIRSorter_utg000489l_segment0_LN:i:23396_RC:i:4296_XC:f:0_978723	23396	l
VIRSorter_utg000490l_segment0_LN:i:62333_RC:i:2578_XC:f:0_984000	62333	l
VIRSorter_utg000491l_segment0_LN:i:59090_RC:i:18696_XC:f:1_000000	59090	l
VIRSorter_utg000493l_segment0_LN:i:22447_RC:i:2539_XC:f:1_000000	22447	l
VIRSorter_utg000494l_segment0_LN:i:28223_RC:i:41386_XC:f:1_000000	28223	l
VIRSorter_utg000495l_segment0_LN:i:17366_RC:i:806_XC:f:0_914286	17366	l
VIRSorter_utg000496l_segment0_LN:i:10452_RC:i:352_XC:f:0_904762	10452	l
VIRSorter_utg000499l_segment0_LN:i:10032_RC:i:4277_XC:f:1_000000	10032	l
VIRSorter_utg000504l_segment0_LN:i:27883_RC:i:13390_XC:f:0_964286	27883	l
VIRSorter_utg000505l_segment0_LN:i:19372_RC:i:3574_XC:f:1_000000	19372	l
VIRSorter_utg000513l_segment0_LN:i:15041_RC:i:5682_XC:f:1_000000	15041	l
VIRSorter_utg000515l_segment0_LN:i:34051_RC:i:2492_XC:f:0_985507	34051	l
VIRSorter_utg000520l_segment0_LN:i:12464_RC:i:2780_XC:f:1_000000	12464	l
VIRSorter_utg000521l_segment0_LN:i:15541_RC:i:980_XC:f:1_000000	15541	l
VIRSorter_utg000523l_segment0_LN:i:46888_RC:i:15272_XC:f:1_000000	46888	l
VIRSorter_utg000524l_segment0_LN:i:13171_RC:i:1001_XC:f:0_962963	13171	l
VIRSorter_utg000526l_segment0_LN:i:15195_RC:i:2070_XC:f:1_000000	15195	l
VIRSorter_utg000527l_segment0_LN:i:19062_RC:i:3646_XC:f:0_948718	19062	l
VIRSorter_utg000529l_segment0_LN:i:17489_RC:i:8812_XC:f:0_972222	17489	l
VIRSorter_utg000532l_segment0_LN:i:18157_RC:i:1294_XC:f:0_972973	18157	l
VIRSorter_utg000533l_segment0_LN:i:41139_RC:i:9003_XC:f:1_000000	41139	l
VIRSorter_utg000534l_segment0_LN:i:17055_RC:i:2413_XC:f:1_000000	17055	l
VIRSorter_utg000535l_segment0_LN:i:18288_RC:i:2501_XC:f:1_000000	18288	l
VIRSorter_utg000536l_segment0_LN:i:38062_RC:i:7736_XC:f:1_000000	38062	l
VIRSorter_utg000539l_segment0_LN:i:43094_RC:i:3984_XC:f:0_942529	43094	l
VIRSorter_utg000544l_segment0_LN:i:23575_RC:i:2108_XC:f:1_000000	23575	l
VIRSorter_utg000545l_segment0_LN:i:37520_RC:i:9105_XC:f:0_986842	37520	l
VIRSorter_utg000547l_segment0_LN:i:58040_RC:i:7997_XC:f:1_000000	58040	l
VIRSorter_utg000549l_segment0_LN:i:14710_RC:i:2120_XC:f:1_000000	14710	l
VIRSorter_utg000552l_segment0_LN:i:27569_RC:i:2667_XC:f:1_000000	27569	l
VIRSorter_utg000553l_segment0_LN:i:11656_RC:i:2140_XC:f:1_000000	11656	l
VIRSorter_utg000555l_segment0_LN:i:14986_RC:i:1587_XC:f:0_933333	14986	l
VIRSorter_utg000556l_segment0_LN:i:26692_RC:i:877_XC:f:1_000000	26692	l
VIRSorter_utg000559l_segment0_LN:i:43276_RC:i:6277_XC:f:1_000000	43276	l
VIRSorter_utg000563l_segment0_LN:i:28765_RC:i:3099_XC:f:1_000000	28765	l
VIRSorter_utg000564l_segment0_LN:i:50985_RC:i:4788_XC:f:1_000000	50985	l
VIRSorter_utg000566l_segment0_LN:i:27234_RC:i:3085_XC:f:1_000000	27234	l
VIRSorter_utg000567l_segment0_LN:i:19694_RC:i:2329_XC:f:1_000000	19694	l
VIRSorter_utg000569l_segment0_LN:i:14601_RC:i:498_XC:f:1_000000	14601	l
VIRSorter_utg000570l_segment0_LN:i:59885_RC:i:4263_XC:f:0_983333	59885	l
VIRSorter_utg000572l_segment0_LN:i:42826_RC:i:18897_XC:f:1_000000	42826	l
VIRSorter_utg000574l_segment0_LN:i:40475_RC:i:3220_XC:f:0_962963	40475	l
VIRSorter_utg000575l_segment0_LN:i:12203_RC:i:2105_XC:f:1_000000	12203	l
VIRSorter_utg000576l_segment0_LN:i:38116_RC:i:6120_XC:f:1_000000	38116	l
VIRSorter_utg000577l_segment0_LN:i:16239_RC:i:1534_XC:f:1_000000	16239	l
VIRSorter_utg000578l_segment0_LN:i:59803_RC:i:1943_XC:f:1_000000	59803	l
VIRSorter_utg000579l_segment0_LN:i:22861_RC:i:15112_XC:f:1_000000	22861	l
VIRSorter_utg000580l_segment0_LN:i:10428_RC:i:785_XC:f:0_952381	10428	l
VIRSorter_utg000581l_segment0_LN:i:18135_RC:i:1337_XC:f:1_000000	18135	l
VIRSorter_utg000582l_segment0_LN:i:11330_RC:i:1728_XC:f:1_000000	11330	l
VIRSorter_utg000583l_segment0_LN:i:352324_RC:i:7119_XC:f:0_981560	352324	l
VIRSorter_utg000586l_segment0_LN:i:18855_RC:i:1337_XC:f:1_000000	18855	l
VIRSorter_utg000588l_segment0_LN:i:16214_RC:i:1654_XC:f:1_000000	16214	l
VIRSorter_utg000589l_segment0_LN:i:46897_RC:i:1483_XC:f:0_989362	46897	l
VIRSorter_utg000592l_segment0_LN:i:17760_RC:i:2471_XC:f:1_000000	17760	l
VIRSorter_utg000593l_segment0_LN:i:13932_RC:i:4150_XC:f:1_000000	13932	l
VIRSorter_utg000597l_segment0_LN:i:11404_RC:i:3560_XC:f:1_000000	11404	l
VIRSorter_utg000598l_segment0_LN:i:16147_RC:i:2815_XC:f:1_000000	16147	l
VIRSorter_utg000599l_segment0_LN:i:18618_RC:i:1606_XC:f:0_947368	18618	l
VIRSorter_utg000601l_segment0_LN:i:53186_RC:i:5006_XC:f:0_981308	53186	l
VIRSorter_utg000602l_segment0_LN:i:55857_RC:i:5734_XC:f:1_000000	55857	l
VIRSorter_utg000605l_segment0_LN:i:24564_RC:i:6293_XC:f:0_980000	24564	l
VIRSorter_utg000607l_segment2_LN:i:31338_RC:i:1099_XC:f:0_984127	31338	l
VIRSorter_utg000608l_segment0_LN:i:47232_RC:i:3723_XC:f:1_000000	47232	l
VIRSorter_utg000609l_segment0_LN:i:174960_RC:i:10736_XC:f:0_991453	174960	l
VIRSorter_utg000610l_segment0_LN:i:14216_RC:i:337_XC:f:0_965517	14216	l
VIRSorter_utg000612l_segment0_LN:i:23782_RC:i:1354_XC:f:1_000000	23782	l
VIRSorter_utg000616c_segment0_LN:i:55110_RC:i:2538_XC:f:1_000000	55110	l
VIRSorter_utg000618l_segment0_LN:i:85190_RC:i:15781_XC:f:1_000000	85190	l
VIRSorter_utg000626l_segment0_LN:i:20593_RC:i:4478_XC:f:0_976190	20593	l
VIRSorter_utg000627l_segment0_LN:i:22998_RC:i:1372_XC:f:0_956522	22998	l
VIRSorter_utg000629l_segment0_LN:i:11981_RC:i:1775_XC:f:1_000000	11981	l
VIRSorter_utg000634l_segment0_LN:i:32602_RC:i:1568_XC:f:1_000000	32602	l
VIRSorter_utg000635l_segment0_LN:i:13919_RC:i:203_XC:f:0_964286	13919	l
VIRSorter_utg000636l_segment0_LN:i:24657_RC:i:9002_XC:f:1_000000	24657	l
VIRSorter_utg000637l_segment0_LN:i:90675_RC:i:4619_XC:f:1_000000	90675	l
VIRSorter_utg000640l_segment0_LN:i:53694_RC:i:8124_XC:f:0_990741	53694	l
VIRSorter_utg000643l_segment0_LN:i:15746_RC:i:157_XC:f:0_812500	15746	l
VIRSorter_utg000644l_segment0_LN:i:39365_RC:i:3045_XC:f:1_000000	39365	l
VIRSorter_utg000649l_segment0_LN:i:74332_RC:i:5162_XC:f:1_000000	74332	l
VIRSorter_utg000650l_segment0_LN:i:27553_RC:i:5336_XC:f:1_000000	27553	l
VIRSorter_utg000651l_segment0_LN:i:29315_RC:i:1353_XC:f:1_000000	29315	l
VIRSorter_utg000652l_segment0_LN:i:52946_RC:i:2069_XC:f:1_000000	52946	l
VIRSorter_utg000654l_segment0_LN:i:12340_RC:i:2985_XC:f:1_000000	12340	l
VIRSorter_utg000658l_segment0_LN:i:14361_RC:i:4480_XC:f:1_000000	14361	l
VIRSorter_utg000659l_segment0_LN:i:36133_RC:i:3568_XC:f:1_000000	36133	l
VIRSorter_utg000662l_segment0_LN:i:59491_RC:i:2319_XC:f:0_991597	59491	l
VIRSorter_utg000664l_segment0_LN:i:11724_RC:i:1167_XC:f:1_000000	11724	l
VIRSorter_utg000675l_segment0_LN:i:47211_RC:i:93355_XC:f:1_000000	47211	l
VIRSorter_utg000676l_segment0_LN:i:28350_RC:i:3810_XC:f:0_947368	28350	l
VIRSorter_utg000683l_segment0_LN:i:33454_RC:i:1287_XC:f:1_000000	33454	l
VIRSorter_utg000684l_segment0_LN:i:76731_RC:i:2964_XC:f:0_993506	76731	l
VIRSorter_utg000685l_segment0_LN:i:24633_RC:i:914_XC:f:1_000000	24633	l
VIRSorter_utg000687l_segment0_LN:i:10997_RC:i:1002_XC:f:1_000000	10997	l
VIRSorter_utg000688l_segment0_LN:i:58023_RC:i:1465_XC:f:0_965812	58023	l
VIRSorter_utg000689l_segment0_LN:i:18740_RC:i:6871_XC:f:1_000000	18740	l
VIRSorter_utg000692l_segment0_LN:i:17285_RC:i:3899_XC:f:0_971429	17285	l
VIRSorter_utg000694l_segment0_LN:i:73621_RC:i:2493_XC:f:1_000000	73621	l
VIRSorter_utg000697l_segment0_LN:i:14550_RC:i:1749_XC:f:1_000000	14550	l
VIRSorter_utg000701l_segment0_LN:i:65292_RC:i:11094_XC:f:0_992366	65292	l
VIRSorter_utg000703l_segment0_LN:i:27276_RC:i:1696_XC:f:0_963636	27276	l
VIRSorter_utg000704l_segment0_LN:i:36795_RC:i:1456_XC:f:1_000000	36795	l
VIRSorter_utg000708l_segment0_LN:i:17072_RC:i:2300_XC:f:1_000000	17072	l
VIRSorter_utg000709l_segment0_LN:i:34615_RC:i:6920_XC:f:1_000000	34615	l
VIRSorter_utg000713l_segment0_LN:i:60415_RC:i:790_XC:f:0_892562	60415	l
VIRSorter_utg000715l_segment0_LN:i:16046_RC:i:931_XC:f:0_969697	16046	l
VIRSorter_utg000716l_segment0_LN:i:58031_RC:i:2136_XC:f:0_991453	58031	l
VIRSorter_utg000717l_segment0_LN:i:19422_RC:i:1498_XC:f:1_000000	19422	l
VIRSorter_utg000720l_segment0_LN:i:24319_RC:i:9680_XC:f:1_000000	24319	l
VIRSorter_utg000721l_segment1_LN:i:15942_RC:i:1425_XC:f:1_000000	15942	l
VIRSorter_utg000722l_segment0_LN:i:35612_RC:i:858_XC:f:0_944444	35612	l
VIRSorter_utg000723l_segment0_LN:i:22786_RC:i:4362_XC:f:1_000000	22786	l
VIRSorter_utg000727l_segment0_LN:i:24825_RC:i:2234_XC:f:0_980000	24825	l
VIRSorter_utg000729l_segment0_LN:i:24875_RC:i:1033_XC:f:0_980000	24875	l
VIRSorter_utg000730l_segment0_LN:i:53876_RC:i:2173_XC:f:1_000000	53876	l
VIRSorter_utg000731l_segment0_LN:i:10282_RC:i:737_XC:f:1_000000	10282	l
VIRSorter_utg000733l_segment0_LN:i:43043_RC:i:2795_XC:f:0_988506	43043	l
VIRSorter_utg000734l_segment0_LN:i:17972_RC:i:3169_XC:f:1_000000	17972	l
